,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
39140,39140,20.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.49756150012
39141,39141,33.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.49756150012
39142,39142,24.0,4.5,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,26,20002.49756150012
39143,39143,24.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,24,20002.49756150012
39144,39144,34.0,4.8,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.49756150012
39145,39145,27.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.49756150012
39146,39146,25.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.49756150012
39147,39147,34.0,4.9,Windy,Medium,2,Snack,scooter,0.0,No,Urban,23,20002.49756150012
39148,39148,32.0,4.2,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.49756150012
39149,39149,25.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.49756150012
39150,39150,,,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,18,20002.49756150012
39151,39151,29.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.49756150012
39152,39152,25.0,2.9,Sunny,Low,2,Snack,scooter,1.0,No,Urban,38,20002.497561113807
39153,39153,23.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,20002.497561113807
39154,39154,25.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,16,20002.497561113807
39155,39155,32.0,4.6,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,39,20002.497561113807
39156,39156,26.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,11,20002.497561113807
39157,39157,25.0,4.6,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.497561113807
39158,39158,37.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Urban,46,20002.497561113807
39159,39159,21.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.497561113807
39160,39160,32.0,3.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.497561113807
39161,39161,32.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,21,20002.497561113807
39162,39162,32.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,22,20002.497561113807
39163,39163,36.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.497561113807
39164,39164,,,Cloudy,Low,2,Snack,scooter,,No,Urban,10,20002.497561113807
39165,39165,25.0,4.5,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.497561113807
39166,39166,28.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.497561113807
39167,39167,25.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,,No,Urban,11,20002.497561113807
39168,39168,36.0,4.5,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,33,20002.497560688447
39169,39169,27.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.497560688447
39170,39170,22.0,4.8,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.497560688447
39171,39171,22.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,16,20002.497560688447
39172,39172,27.0,4.6,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,20002.497560688447
39173,39173,39.0,4.9,Fog,Low,1,Buffet,scooter,1.0,No,Urban,16,20002.497560688447
39174,39174,23.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,18,20002.497560688447
39175,39175,21.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.497560688447
39176,39176,33.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.497560688447
39177,39177,20.0,4.6,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.497560688447
39178,39178,38.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.497560688447
39179,39179,38.0,4.9,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.497560688447
39180,39180,36.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.497560688447
39181,39181,33.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,,25,20002.49756031169
39182,39182,21.0,5.0,Stormy,Low,1,Meal,scooter,,No,Metropolitian,11,20002.49756031169
39183,39183,31.0,4.8,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,20002.49756031169
39184,39184,33.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.49756031169
39185,39185,25.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,20002.49756031169
39186,39186,31.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,20002.49756031169
39187,39187,39.0,3.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,20002.49756031169
39188,39188,25.0,4.6,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.49756031169
39189,39189,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.49756031169
39190,39190,37.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.49756031169
39191,39191,33.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,18,20002.49756031169
39192,39192,37.0,4.8,Stormy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,43,20002.49756031169
39193,39193,37.0,4.1,Windy,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,20002.49756031169
39194,39194,21.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,17,20002.497560240714
39195,39195,32.0,4.8,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,20002.497560240714
39196,39196,31.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.497560240714
39197,39197,22.0,4.8,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,27,20002.497560240714
39198,39198,20.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.497560240714
39199,39199,21.0,4.7,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.497560240714
39200,39200,31.0,3.9,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.497560240714
39201,39201,20.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.497560240714
39202,39202,25.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,20002.497560240714
39203,39203,35.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,48,20002.497560240714
39204,39204,35.0,4.5,Cloudy,Medium,2,Buffet,scooter,1.0,No,,18,20002.497560240714
39205,39205,24.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Urban,19,20002.497560240714
39206,39206,30.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.497560240714
39207,39207,24.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.497560240714
39208,39208,30.0,4.8,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.497560240714
39209,39209,33.0,4.7,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,20002.497560240714
39210,39210,,,Sunny,High,2,Snack,scooter,0.0,No,Urban,17,20002.497558892952
39211,39211,21.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.497558892952
39212,39212,21.0,5.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38,20002.497558892952
39213,39213,31.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,,Urban,10,20002.497558892952
39214,39214,33.0,4.9,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,21,20002.497558892952
39215,39215,31.0,4.9,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,45,20002.497558892952
39216,39216,26.0,5.0,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,39,20002.497558892952
39217,39217,27.0,4.9,Stormy,High,1,Drinks,scooter,1.0,No,Urban,17,20002.497558892952
39218,39218,28.0,4.9,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.497558892952
39219,39219,28.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.497558892952
39220,39220,22.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.497558892952
39221,39221,31.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.497558892952
39222,39222,26.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,28,20002.497558892952
39223,39223,29.0,4.8,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.497558892952
39224,39224,23.0,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.497558892952
39225,39225,21.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,18,20002.497558840387
39226,39226,32.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.497558840387
39227,39227,25.0,4.6,Fog,Low,2,Snack,scooter,0.0,No,Urban,13,20002.497558840387
39228,39228,30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.497558840387
39229,39229,20.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,12,20002.497558840387
39230,39230,27.0,4.5,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,17,20002.497558840387
39231,39231,22.0,4.5,Sandstorms,High,2,Snack,motorcycle,1.0,No,Urban,10,20002.497558840387
39232,39232,24.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,19,20002.497558840387
39233,39233,31.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Urban,39,20002.497558840387
39234,39234,23.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.497558840387
39235,39235,26.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,14,20002.497558840387
39236,39236,34.0,5.0,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.497558840387
39237,39237,,,,,3,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.497558840387
39238,39238,21.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,14,20002.497558840387
39239,39239,24.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,21,20002.497558643507
39240,39240,39.0,3.9,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,36,20002.497558643507
39241,39241,37.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,20002.497558643507
39242,39242,,,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.497558643507
39243,39243,32.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Urban,23,20002.497558643507
39244,39244,22.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.497558643507
39245,39245,26.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.497558643507
39246,39246,22.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.497558643507
39247,39247,29.0,5.0,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,19,20002.497558643507
39248,39248,35.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,21,20002.497558643507
39249,39249,33.0,4.9,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.497558643507
39250,39250,33.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Urban,36,20002.497558643507
39251,39251,22.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.497558643507
39252,39252,39.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.497558643507
39253,39253,30.0,4.7,Stormy,Low,2,Meal,scooter,0.0,No,Urban,28,20002.49755857741
39254,39254,20.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.49755857741
39255,39255,39.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,20002.49755857741
39256,39256,34.0,5.0,Cloudy,Low,2,Snack,motorcycle,,No,Metropolitian,18,20002.49755857741
39257,39257,24.0,5.0,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,17,20002.49755857741
39258,39258,37.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.49755857741
39259,39259,35.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,23,20002.49755857741
39260,39260,29.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.49755857741
39261,39261,20.0,5.0,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.49755857741
39262,39262,21.0,4.8,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,12,20002.49755857741
39263,39263,30.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.49755857741
39264,39264,,,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.49755857741
39265,39265,33.0,4.2,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,20002.49755857741
39266,39266,34.0,3.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.49755857741
39267,39267,32.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.497558576775
39268,39268,31.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.497558576775
39269,39269,38.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.497558576775
39270,39270,39.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,20002.497558576775
39271,39271,22.0,4.7,Fog,Medium,2,Meal,scooter,,No,Metropolitian,16,20002.497558576775
39272,39272,30.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.497558576775
39273,39273,37.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.497558576775
39274,39274,,,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.497558576775
39275,39275,32.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.497558576775
39276,39276,21.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,21,20002.497558576775
39277,39277,33.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.497558576775
39278,39278,25.0,4.7,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,20002.497558576775
39279,39279,21.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.497558226016
39280,39280,29.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,23,20002.497558226016
39281,39281,31.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.497558226016
39282,39282,26.0,4.4,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.497558226016
39283,39283,31.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,50,20002.497558226016
39284,39284,26.0,4.8,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,14,20002.497558226016
39285,39285,26.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.497558226016
39286,39286,23.0,4.8,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.497558226016
39287,39287,25.0,4.9,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.497558226016
39288,39288,33.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.497558226016
39289,39289,28.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.497558226016
39290,39290,,,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,20002.497558226016
39291,39291,27.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.497558226016
39292,39292,,,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,21,20002.497556728988
39293,39293,32.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,38,20002.497556728988
39294,39294,38.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.497556728988
39295,39295,38.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,43,20002.497556728988
39296,39296,25.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,,11,20002.497556728988
39297,39297,31.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,27,20002.497556728988
39298,39298,37.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.497556728988
39299,39299,25.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,13,20002.497556728988
39300,39300,25.0,4.5,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,14,20002.497556728988
39301,39301,38.0,4.7,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.497556728988
39302,39302,29.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,17,20002.497556728988
39303,39303,27.0,4.2,Sunny,Jam,0,Drinks,motorcycle,3.0,No,Urban,53,20002.497556728988
39304,39304,23.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.497556728988
39305,39305,23.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.497554949074
39306,39306,25.0,4.4,Cloudy,Jam,2,Buffet,scooter,,No,Metropolitian,33,20002.497554949074
39307,39307,21.0,5.0,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,20002.497554949074
39308,39308,,,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.497554949074
39309,39309,33.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.497554949074
39310,39310,30.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.497554949074
39311,39311,26.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.497554949074
39312,39312,21.0,2.7,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,35,20002.497554949074
39313,39313,36.0,4.9,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.497554949074
39314,39314,38.0,4.4,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.497554949074
39315,39315,29.0,4.7,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.497554949074
39316,39316,31.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.497554949074
39317,39317,26.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.497554949074
39318,39318,25.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,Urban,10,20002.497554949074
39319,39319,31.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.497554949074
39320,39320,35.0,4.6,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,20002.497554550075
39321,39321,20.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.497554550075
39322,39322,38.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,20002.497554550075
39323,39323,37.0,4.3,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.497554550075
39324,39324,32.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.497554550075
39325,39325,26.0,4.9,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,20002.497554550075
39326,39326,26.0,4.4,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.497554550075
39327,39327,21.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,26,20002.497554550075
39328,39328,,,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.497554550075
39329,39329,24.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,17,20002.497554550075
39330,39330,25.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.497554550075
39331,39331,26.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,53,20002.497554550075
39332,39332,31.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,19,20002.497554550075
39333,39333,30.0,3.8,Fog,Low,1,Buffet,scooter,1.0,No,Urban,38,20002.497554550075
39334,39334,25.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.497554441616
39335,39335,28.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.497554441616
39336,39336,22.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.497554441616
39337,39337,23.0,4.6,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,24,20002.497554441616
39338,39338,23.0,4.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,14,20002.497554441616
39339,39339,23.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.497554441616
39340,39340,31.0,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,20,20002.497554441616
39341,39341,39.0,4.0,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,40,20002.497554441616
39342,39342,24.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.497554441616
39343,39343,27.0,4.4,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,20002.497554441616
39344,39344,25.0,4.9,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Urban,21,20002.497554441616
39345,39345,21.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.497554441616
39346,39346,29.0,4.8,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,21,20002.497554441616
39347,39347,36.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.497554441616
39348,39348,29.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.497554441616
39349,39349,37.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,38,20002.497554441616
39350,39350,34.0,4.7,Stormy,Low,1,Snack,scooter,,No,Urban,28,20002.497554329657
39351,39351,25.0,4.1,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.497554329657
39352,39352,29.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20002.497554329657
39353,39353,23.0,4.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.497554329657
39354,39354,31.0,5.0,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,15,20002.497554329657
39355,39355,22.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.497554329657
39356,39356,23.0,4.9,Windy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.497554329657
39357,39357,32.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,,17,20002.497554329657
39358,39358,29.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,12,20002.497554329657
39359,39359,32.0,4.0,Fog,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,44,20002.497554329657
39360,39360,34.0,4.9,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.497554329657
39361,39361,35.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.497554329657
39362,39362,25.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.497554329657
39363,39363,24.0,4.8,Windy,High,1,Meal,scooter,1.0,No,Urban,29,20002.497554329657
39364,39364,,,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,54,20002.497554329657
39365,39365,30.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,46,20002.497554329657
39366,39366,34.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,19,20002.497554329657
39367,39367,39.0,4.8,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.49755432336
39368,39368,37.0,4.8,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.49755432336
39369,39369,27.0,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.49755432336
39370,39370,26.0,4.1,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20002.49755432336
39371,39371,,,,,0,Snack,motorcycle,2.0,Yes,Metropolitian,50,20002.49755432336
39372,39372,20.0,5.0,Sandstorms,Low,1,Drinks,scooter,1.0,No,,18,20002.49755432336
39373,39373,31.0,4.2,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.49755432336
39374,39374,24.0,4.7,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.49755432336
39375,39375,32.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,49,20002.49755432336
39376,39376,32.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,20002.49755432336
39377,39377,23.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,13,20002.49755432336
39378,39378,34.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.49755432336
39379,39379,31.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,28,20002.49755432336
39380,39380,38.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,20002.49755432336
39381,39381,22.0,4.8,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,20002.49755426549
39382,39382,38.0,4.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.49755426549
39383,39383,35.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.49755426549
39384,39384,35.0,3.5,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.49755426549
39385,39385,32.0,4.4,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.49755426549
